Poem,Interpreted
"[['ما بدین در نه پی حشمت و جاه آمده\u200cایم', 'از بد حادثه این جا به پناه آمده\u200cایم'], ['ره رو منزل عشقیم و ز سرحد عدم', 'تا به اقلیم وجود این همه راه آمده\u200cایم'], ['سبزه خط تو دیدیم و ز بستان بهشت', 'به طلبکاری این مهرگیاه آمده\u200cایم'], ['با چنین گنج که شد خازن او روح امین', 'به گدایی به در خانه شاه آمده\u200cایم'], ['لنگر حلم تو ای کشتی توفیق کجاست', 'که در این بحر کرم غرق گناه آمده\u200cایم'], ['آبرو می\u200cرود ای ابر خطاپوش ببار', 'که به دیوان عمل نامه سیاه آمده\u200cایم'], ['حافظ این خرقه پشمینه مینداز که ما', 'از پی قافله با آتش آه آمده\u200cایم']]","['با اینکه روزگار به شما سخت گرفته و اوضاع و احوال تغییر کرده اما همواره به یاد خدا بوده اید و برای رسیدن به مقصود به دعا و عبادت به درگاه پروردگار پرداخته اید.', 'مطمئن باشید لطف و مرحمت خداوند شامل حال تان می شود و کسانی که قصد توطئه چینی علیه شما را داشتند روسیاه خواهند شد. غم به دل راه ندهید که همه چیز به خیر و خوبی به پایان می رسد.']"
"[['فتوی پیر مغان دارم و قولیست قدیم', 'که حرام است می آن جا که نه یار است ندیم'], ['چاک خواهم زدن این دلق ریایی چه کنم', 'روح را صحبت ناجنس عذابیست الیم'], ['تا مگر جرعه فشاند لب جانان بر من', 'سال\u200cها شد که منم بر در میخانه مقیم'], ['مگرش خدمت دیرین من از یاد برفت', 'ای نسیم سحری یاد دهش عهد قدیم'], ['بعد صد سال اگر بر سر خاکم گذری', 'سر برآرد ز گلم رقص کنان عظم رمیم'], ['دلبر از ما به صد امید ستد اول دل', 'ظاهرا عهد فرامش نکند خلق کریم'], ['غنچه گو تنگ دل از کار فروبسته مباش', 'کز دم صبح مدد یابی و انفاس نسیم'], ['فکر بهبود خود ای دل ز دری دیگر کن', 'درد عاشق نشود به به مداوای حکیم'], ['گوهر معرفت آموز که با خود ببری', 'که نصیب دگران است نصاب زر و سیم'], ['دام سخت است مگر یار شود لطف خدا', 'ور نه آدم نبرد صرفه ز شیطان رجیم'], ['حافظ ار سیم و زرت نیست چه شد شاکر باش', 'چه به از دولت لطف سخن و طبع سلیم']]","['عهد و پیمان خود را فراموش نکنید و به آن وفادار بمانید. مدتی است برای رسیدن به مقصود تلاش می کنید اما هنوز راه به جایی نبرده و گمان می کنید دیگران قول و قرار خود را فراموش کرده اند.', 'نگرانی به دل راه ندهید که به زودی درهای بسته باز می شود، به اندرز افراد دانا که قصد کمک به شما را دارند گوش کنید تا از توطئه های دشمنان در امان بمانید. به خداوند توکل داشته باشید.']"
"[['خیز تا از در میخانه گشادی طلبیم', 'به ره دوست نشینیم و مرادی طلبیم'], ['زاد راه حرم وصل نداریم مگر', 'به گدایی ز در میکده زادی طلبیم'], ['اشک آلوده ما گر چه روان است ولی', 'به رسالت سوی او پاک نهادی طلبیم'], ['لذت داغ غمت بر دل ما باد حرام', 'اگر از جور غم عشق تو دادی طلبیم'], ['نقطه خال تو بر لوح بصر نتوان زد', 'مگر از مردمک دیده مدادی طلبیم'], ['عشوه\u200cای از لب شیرین تو دل خواست به جان', 'به شکرخنده لبت گفت مزادی طلبیم'], ['تا بود نسخه عطری دل سودازده را', 'از خط غالیه سای تو سوادی طلبیم'], ['چون غمت را نتوان یافت مگر در دل شاد', 'ما به امید غمت خاطر شادی طلبیم'], ['بر در مدرسه تا چند نشینی حافظ', 'خیز تا از در میخانه گشادی طلبیم']]","['روزهای سخت و پرچالش از بدیهیات هر زندگی می باشد، همانطور که روزهای خوش ماندگار نیست روزهای ناخوشی و رنج نیز برای همیشه باقی نخواهد ماند.', 'با تلاش و کوشش می توانید از این ایام سخت به سلامت عبور کرده و به سعادت و خوشبختی دست پیدا کنید. به راه خود ادامه دهید که درهای بسته باز خواهد شد.']"
"[['ما ز یاران چشم یاری داشتیم', 'خود غلط بود آنچه ما پنداشتیم'], ['تا درخت دوستی بر کی دهد', 'حالیا رفتیم و تخمی کاشتیم'], ['گفت و گو آیین درویشی نبود', 'ور نه با تو ماجراها داشتیم'], ['شیوهٔ چشمت فریب جنگ داشت', 'ما غلط کردیم و صلح انگاشتیم'], ['گلبن حسنت نه خود شد دلفروز', 'ما دم همت بر او بگماشتیم'], ['نکته\u200cها رفت و شکایت کس نکرد', 'جانب حرمت فرونگذاشتیم'], ['گفت خود دادی به ما دل حافظا', 'ما محصل بر کسی نگماشتیم']]","['در طول زندگی به افراد نامناسب اطمینان کرده اید که شما را در مسیر زندگی تنها گذاشته و بی وفایی کرده اند. تکیه کردن به این انسان ها باعث پشیمانی شما شده است.', 'بهتر است از این به بعد به توانایی ها و استعدادهای خود تکیه داشته باشید، دوباره بلند شوید و از نقطه اول شروع کنید که با تلاش و توکل بی شک موفقیت با شما خواهد بود.']"
"[['صلاح از ما چه می\u200cجویی که مستان را صلا گفتیم', 'به دور نرگس مستت سلامت را دعا گفتیم'], ['در میخانه\u200cام بگشا که هیچ از خانقه نگشود', 'گرت باور بود ور نه سخن این بود و ما گفتیم'], ['من از چشم تو ای ساقی خراب افتاده\u200cام لیکن', 'بلایی کز حبیب آید هزارش مرحبا گفتیم'], ['اگر بر من نبخشایی پشیمانی خوری آخر', 'به خاطر دار این معنی که در خدمت کجا گفتیم'], ['قدت گفتم که شمشاد است بس خجلت به بار آورد', 'که این نسبت چرا کردیم و این بهتان چرا گفتیم'], ['جگر چون نافه\u200cام خون گشت کم زینم نمی\u200cباید', 'جزای آن که با زلفت سخن از چین خطا گفتیم'], ['تو آتش گشتی ای حافظ ولی با یار درنگرفت', 'ز بدعهدی گل گویی حکایت با صبا گفتیم']]","['برای داشتن آینده روشن و سرشار از موفقیت لازم است با افراد مورد اعتماد مشورت کنید. پشت سرتان دعای خیر هست و از بلا مصون هستید. بخشش داشته باشید و به افراد نیازمند کمک کنید.', 'در میان جمع هر حرفی نزنید زیرا افراد سودجو و بدخواه به دنبال سواستفاده از صحبت های شما هستند. لحظه های زندگی را بیهوده به هدر ندهید و فرصت ها را غنیمت بشمارید.']"
"[['ما درس سحر در ره میخانه نهادیم', 'محصول دعا در ره جانانه نهادیم'], ['در خرمن صد زاهد عاقل زند آتش', 'این داغ که ما بر دل دیوانه نهادیم'], ['سلطان ازل گنج غم عشق به ما داد', 'تا روی در این منزل ویرانه نهادیم'], ['در دل ندهم ره پس از این مهر بتان را', 'مهر لب او بر در این خانه نهادیم'], ['در خرقه از این بیش منافق نتوان بود', 'بنیاد از این شیوه رندانه نهادیم'], ['چون می\u200cرود این کشتی سرگشته که آخر', 'جان در سر آن گوهر یک دانه نهادیم'], ['المنه لله که چو ما بی\u200cدل و دین بود', 'آن را که لقب عاقل و فرزانه نهادیم'], ['قانع به خیالی ز تو بودیم چو حافظ', 'یا رب چه گداهمت و بیگانه نهادیم']]","['تا رسیدن به کمال و پختگی راه زیادی در پیش دارید، تا وقتی به درجات بالای علم و عقل و ایمان نرسیده اید صبوری کنید و غم و اندوه به دل راه ندهید تا همه چیز به خوبی پیش برود.', 'دوستان فریبکار اطراف شما را احاطه کرده اند، به آن ها اعتماد نکنید که قصد به فنا دادن و بیراهه کشاندن شما را دارند. دوراندیش باشید و از این افراد دوری کنید.']"
"[['بگذار تا ز شارع میخانه بگذریم', 'کز بهر جرعه\u200cای همه محتاج این دریم'], ['روز نخست چون دم رندی زدیم و عشق', 'شرط آن بود که جز ره آن شیوه نسپریم'], ['جایی که تخت و مسند جم می\u200cرود به باد', 'گر غم خوریم خوش نبود به که می\u200cخوریم'], ['تا بو که دست در کمر او توان زدن', 'در خون دل نشسته چو یاقوت احمریم'], ['واعظ مکن نصیحت شوریدگان که ما', 'با خاک کوی دوست به فردوس ننگریم'], ['چون صوفیان به حالت و رقصند مقتدا', 'ما نیز هم به شعبده دستی برآوریم'], ['از جرعه تو خاک زمین در و لعل یافت', 'بیچاره ما که پیش تو از خاک کمتریم'], ['حافظ چو ره به کنگره کاخ وصل نیست', 'با خاک آستانه این در به سر بریم']]","['مدتی است خیلی بی خیال شده و در انجام کارها تنبلی می کنید. این رویه که در پیش گرفته اید عاقبت خوشی برای شما نخواهد داشت.', 'اراده و عزم خود را جزم کرده و با همت عالی برای رسیدن به اهداف و آرزوهای خود تلاش کنید. زندگی را سخت نگیرید و از آن لذت ببرید. قناعت پیشه کنید تا به آرامش درونی دست یابید.']"
"[['خیز تا خرقه صوفی به خرابات بریم', 'شطح و طامات به بازار خرافات بریم'], ['سوی رندان قلندر به ره آورد سفر', 'دلق بسطامی و سجاده طامات بریم'], ['تا همه خلوتیان جام صبوحی گیرند', 'چنگ صبحی به در پیر مناجات بریم'], ['با تو آن عهد که در وادی ایمن بستیم', 'همچو موسی ارنی گوی به میقات بریم'], ['کوس ناموس تو بر کنگره عرش زنیم', 'علم عشق تو بر بام سماوات بریم'], ['خاک کوی تو به صحرای قیامت فردا', 'همه بر فرق سر از بهر مباهات بریم'], ['ور نهد در ره ما خار ملامت زاهد', 'از گلستانش به زندان مکافات بریم'], ['شرممان باد ز پشمینه آلوده خویش', 'گر بدین فضل و هنر نام کرامات بریم'], ['قدر وقت ار نشناسد دل و کاری نکند', 'بس خجالت که از این حاصل اوقات بریم'], ['فتنه می\u200cبارد از این سقف مقرنس برخیز', 'تا به میخانه پناه از همه آفات بریم'], ['در بیابان فنا گم شدن آخر تا کی', 'ره بپرسیم مگر پی به مهمات بریم'], ['حافظ آب رخ خود بر در هر سفله مریز', 'حاجت آن به که بر قاضی حاجات بریم']]","['چرا قدر و ارزش این لحظه های در حال گذر را نمی دانید؟! از فرصت های پیش رو استفاده کنید که دیگر هرگز برنمی گردند. سعی کنید با عقل و منطق با مسائل برخورد کرده و در این راه، احساساتی نباشید.', 'راه پرپیچ و خم با مشکلات و موانع زیاد در پیش دارید، برای عبور از سختی ها با دوستان وفادار و دلسوز مشورت کنید و به خداوند توکل داشته باشید که انشالله پیروزی با شما خواهد بود.']"
"[['بیا تا گل برافشانیم و می در ساغر اندازیم', 'فلک را سقف بشکافیم و طرحی نو دراندازیم'], ['اگر غم لشکر انگیزد که خون عاشقان ریزد', 'من و ساقی به هم تازیم و بنیادش براندازیم'], ['شراب ارغوانی را گلاب اندر قدح ریزیم', 'نسیم عطرگردان را شِکَر در مجمر اندازیم'], ['چو در دست است رودی خوش بزن مطرب سرودی خوش', 'که دست افشان غزل خوانیم و پاکوبان سر اندازیم'], ['صبا خاک وجود ما بدان عالی جناب انداز', 'بود کان شاه خوبان را نظر بر منظر اندازیم'], ['یکی از عقل می\u200cلافد یکی طامات می\u200cبافد', 'بیا کاین داوری\u200cها را به پیش داور اندازیم'], ['بهشت عدن اگر خواهی بیا با ما به میخانه', 'که از پای خمت روزی به حوض کوثر اندازیم'], ['سخندانیّ و خوشخوانی نمی\u200cورزند در شیراز', 'بیا حافظ که تا خود را به ملکی دیگر اندازیم']]","['مژده باد بر شما که روزهای خوش و ایام کامیابی فرا رسیده و همای سعادت روی بام خانه تان نشسته است. زندگی و روزگار را سخت نگیرید و از غم و غصه خود را رها کنید.', 'هرچه در این چرخ گردون برای شما رخ دهد به صلاح تان است و حکمتی دارد، در راه رسیدن به مقصود راه های مختلف را امتحان کنید تا ایام شادی ماندگار شود.']"
"[['صوفی بیا که خرقه سالوس برکشیم', 'وین نقش زرق را خط بطلان به سر کشیم'], ['نذر و فتوح صومعه در وجه می\u200cنهیم', 'دلق ریا به آب خرابات برکشیم'], ['فردا اگر نه روضه رضوان به ما دهند', 'غلمان ز روضه حور ز جنت به درکشیم'], ['بیرون جهیم سرخوش و از بزم صوفیان', 'غارت کنیم باده و شاهد به بر کشیم'], ['عشرت کنیم ور نه به حسرت کشندمان', 'روزی که رخت جان به جهانی دگر کشیم'], ['سر خدا که در تتق غیب منزویست', 'مستانه\u200cاش نقاب ز رخسار برکشیم'], ['کو جلوه\u200cای ز ابروی او تا چو ماه نو', 'گوی سپهر در خم چوگان زر کشیم'], ['حافظ نه حد ماست چنین لاف\u200cها زدن', 'پای از گلیم خویش چرا بیشتر کشیم']]","['همواره به یاد پروردگار باشید و از عبادت و دعا دست برندارید، از گناه دوری کنید و پول پرستی را کنار بگذارید که همه مشکلات دنیا با مادیات حل نخواهد شد.', 'از روزی بترسید که به آخر راه رسیده و توشه ای برای آخرت خود فراهم نکرده باشید. از دنیا لذت ببرید اما نه لذت های آلوده به هوا و هوس و گناه و بکوشید در تقوا و ایمان از دیگران پیشی بگیرید.']"
"[['دوستان وقت گل آن به که به عشرت کوشیم', 'سخن اهل دل است این و به جان بنیوشیم'], ['نیست در کس کرم و وقت طرب می\u200cگذرد', 'چاره آن است که سجاده به می بفروشیم'], ['خوش هواییست فرح بخش خدایا بفرست', 'نازنینی که به رویش می گلگون نوشیم'], ['ارغنون ساز فلک رهزن اهل هنر است', 'چون از این غصه ننالیم و چرا نخروشیم'], ['گل به جوش آمد و از می نزدیمش آبی', 'لاجرم ز آتش حرمان و هوس می\u200cجوشیم'], ['می\u200cکشیم از قدح لاله شرابی موهوم', 'چشم بد دور که بی مطرب و می مدهوشیم'], ['حافظ این حال عجب با که توان گفت که ما', 'بلبلانیم که در موسم گل خاموشیم']]","['اندوهگین نباشید. غم و غصه را رها کنید و به شیرینی های زندگی فکر کنید. اگرچه روزها به سختی می گذرد و ناراحتی های زیادی را تحمل کرده اید اما می توان از دل این غم و غصه نیز شادی ها را بیرون کشید.', 'اگر در راه رسیدن به مقصود شکست خورده اید همچنان امید داشته باشید و صبوری پیشه کنید، شکست مقدمه پیروزی است و زندگی سرشار از پستی و بلندی ها.']"
"[['ما شبی دست برآریم و دعایی بکنیم', 'غم هجران تو را چاره ز جایی بکنیم'], ['دل بیمار شد از دست رفیقان مددی', 'تا طبیبش به سر آریم و دوایی بکنیم'], ['آن که بی جرم برنجید و به تیغم زد و رفت', 'بازش آرید خدا را که صفایی بکنیم'], ['خشک شد بیخ طرب راه خرابات کجاست', 'تا در آن آب و هوا نشو و نمایی بکنیم'], ['مدد از خاطر رندان طلب ای دل ور نه', 'کار صعب است مبادا که خطایی بکنیم'], ['سایه طایر کم حوصله کاری نکند', 'طلب از سایه میمون همایی بکنیم'], ['دلم از پرده بشد حافظ خوشگوی کجاست', 'تا به قول و غزلش ساز نوایی بکنیم']]","['برای رسیدن به مراد دل باید از مسیر سخت با پستی بلندی های بسیار عبور کنید، اراده آهنین و همت عالی برای عبور از سختی های این راه نیاز است.', 'مراقب باشید که به بیراهه کشیده نشوید، از همفکری دوستان دلسوز و دانا استفاده کرده و صبوری پیشه کنید تا انشالله به سرمنزل مقصود برسید.']"
"[['ما نگوییم بد و میل به ناحق نکنیم', 'جامه کس سیه و دلق خود ازرق نکنیم'], ['عیب درویش و توانگر به کم و بیش بد است', 'کار بد مصلحت آن است که مطلق نکنیم'], ['رقم مغلطه بر دفتر دانش نزنیم', 'سر حق بر ورق شعبده ملحق نکنیم'], ['شاه اگر جرعه رندان نه به حرمت نوشد', 'التفاتش به می صاف مروق نکنیم'], ['خوش برانیم جهان در نظر راهروان', 'فکر اسب سیه و زین مغرق نکنیم'], ['آسمان کشتی ارباب هنر می\u200cشکند', 'تکیه آن به که بر این بحر معلق نکنیم'], ['گر بدی گفت حسودی و رفیقی رنجید', 'گو تو خوش باش که ما گوش به احمق نکنیم'], ['حافظ ار خصم خطا گفت نگیریم بر او', 'ور به حق گفت جدل با سخن حق نکنیم']]","['اغلب بدون فکر و اندیشه کافی دست به کارهایی می زنید که به صلاح شما نیست و سرانجام خوشی ندارد. مراقب باشید و از افکار بچه گانه دوری کنید.', 'قبل از هر تصمیم و اقدامی ابتدا خوب فکر کنید و با درایت تصمیم بگیرید تا به اهدافی که دارید دست پیدا کنید. قناعت پیشه کنید و برای مادیات دنیا خودتان را آزار ندهید.']"
"[['سرم خوش است و به بانگ بلند می\u200cگویم', 'که من نسیم حیات از پیاله می\u200cجویم'], ['عبوس زهد به وجه خمار ننشیند', 'مرید خرقه دردی کشان خوش خویم'], ['شدم فسانه به سرگشتگی و ابروی دوست', 'کشید در خم چوگان خویش چون گویم'], ['گرم نه پیر مغان در به روی بگشاید', 'کدام در بزنم چاره از کجا جویم'], ['مکن در این چمنم سرزنش به خودرویی', 'چنان که پرورشم می\u200cدهند می\u200cرویم'], ['تو خانقاه و خرابات در میانه مبین', 'خدا گواه که هر جا که هست با اویم'], ['غبار راه طلب کیمیای بهروزیست', 'غلام دولت آن خاک عنبرین بویم'], ['ز شوق نرگس مست بلندبالایی', 'چو لاله با قدح افتاده بر لب جویم'], ['بیار می که به فتوی حافظ از دل پاک', 'غبار زرق به فیض قدح فروشویم']]","['از دودلی و تردید دوری کنید، قبل از شروع کار جدید به عواقب آن خوب بیندیشید و با تدبیر تصمیم بگیرید. از افراد دورو و فریبکار برحذر باشید و صداقت را اصل اساسی هر کاری قرار دهید.', 'مدتی است برای انجام کاری امروز و فردا می کنید. تنبلی را کنار بگذارید و همه تلاش خود را به کار گیرید تا سرنوشت خود را با دست های خود بسازید.']"
"[['بارها گفته\u200cام و بار دگر می\u200cگویم', 'که من دلشده این ره نه به خود می\u200cپویم'], ['در پس آینه طوطی صفتم داشته\u200cاند', 'آن چه استاد ازل گفت بگو می\u200cگویم'], ['من اگر خارم و گر گل چمن آرایی هست', 'که از آن دست که او می\u200cکشدم می\u200cرویم'], ['دوستان عیب من بی\u200cدل حیران مکنید', 'گوهری دارم و صاحب نظری می\u200cجویم'], ['گر چه با دلق ملمع می گلگون عیب است', 'مکنم عیب کز او رنگ ریا می\u200cشویم'], ['خنده و گریه عشاق ز جایی دگر است', 'می\u200cسرایم به شب و وقت سحر می\u200cمویم'], ['حافظم گفت که خاک در میخانه مبوی', 'گو مکن عیب که من مشک ختن می\u200cبویم']]","['بسیار پریشان و سردرگم هستید و نمی دانید برای آینده چه راهی را در پیش گرفته و چه اهدافی برای خود تعیین کنید. منتظر نباشید که دیگران به جای شما فکر کنند و تصمیم بگیرند!', 'با خودتان خلوت کنید و درباره اهدافی که دارید خوب فکر کنید و مواردی که لازم است تغییر دهید و بهترین تصمیمات را اتخاذ کنید، سپس با اراده قوی و همت عالی برای رسیدن به آن ها تلاش کنید.']"
"[['گر چه ما بندگان پادشهیم', 'پادشاهان ملک صبحگهیم'], ['گنج در آستین و کیسه تهی', 'جام گیتی نما و خاک رهیم'], ['هوشیار حضور و مست غرور', 'بحر توحید و غرقه گنهیم'], ['شاهد بخت چون کرشمه کند', 'ماش آیینه رخ چو مهیم'], ['شاه بیدار بخت را هر شب', 'ما نگهبان افسر و کلهیم'], ['گو غنیمت شمار صحبت ما', 'که تو در خواب و ما به دیده گهیم'], ['شاه منصور واقف است که ما', 'روی همت به هر کجا که نهیم'], ['دشمنان را ز خون کفن سازیم', 'دوستان را قبای فتح دهیم'], ['رنگ تزویر پیش ما نبود', 'شیر سرخیم و افعی سیهیم'], ['وام حافظ بگو که بازدهند', 'کرده\u200cای اعتراف و ما گوهیم']]","['از خصلت های نیکوی شما سخت کوشی و وفای به عهد است و با دوستان بسیار صادق و صمیمی هستید. ممکن است از صداقت و خوبی شما سو استفاده شود، مراقب باشید.', 'به زودی آن چه از خدا خواسته اید برای تان مهیا خواهد شد، آینده روشنی در پیش دارید و سختی ها می شود. حواستان به افراد فریبکار باشد.']"
"[['فاتحه\u200cای چو آمدی بر سر خسته\u200cای بخوان', 'لب بگشا که می\u200cدهد لعل لبت به مرده جان'], ['آن که به پرسش آمد و فاتحه خواند و می\u200cرود', 'گو نفسی که روح را می\u200cکنم از پی اش روان'], ['ای که طبیب خسته\u200cای روی زبان من ببین', 'کاین دم و دود سینه\u200cام بار دل است بر زبان'], ['گر چه تب استخوان من کرد ز مهر گرم و رفت', 'همچو تبم نمی\u200cرود آتش مهر از استخوان'], ['حال دلم ز خال تو هست در آتشش وطن', 'چشمم از آن دو چشم تو خسته شده\u200cست و ناتوان'], ['بازنشان حرارتم ز آب دو دیده و ببین', 'نبض مرا که می\u200cدهد هیچ ز زندگی نشان'], ['آن که مدام شیشه\u200cام از پی عیش داده است', 'شیشه\u200cام از چه می\u200cبرد پیش طبیب هر زمان'], ['حافظ از آب زندگی شعر تو داد شربتم', 'ترک طبیب کن بیا نسخه شربتم بخوان']]","['به کسانی که دست نیاز به سوی شما دراز کرده اند بی توجهی نکنید و دست آن ها را بگیرید که به کمک شما احتیاج دارند. از یار دور شده اید و تنها امیدتان رسیدن به اوست.', 'از وصال یار ناامید نشوید و دوری و فراق را تحمل کنید، با دعا و استعانت از خدای متعال انشالله به زودی به مقصود رسیده و یار را در آغوش خواهید کشید.', '* این غزل آخرین سروده خواجه حافظ شیرازی است که در بستر بیماری سروده شده است.']"
"[['چندان که گفتم غم با طبیبان', 'درمان نکردند مسکین غریبان'], ['آن گل که هر دم در دست بادیست', 'گو شرم بادش از عندلیبان'], ['یا رب امان ده تا بازبیند', 'چشم محبان روی حبیبان'], ['درج محبت بر مهر خود نیست', 'یا رب مبادا کام رقیبان'], ['ای منعم آخر بر خوان جودت', 'تا چند باشیم از بی نصیبان'], ['حافظ نگشتی شیدای گیتی', 'گر می\u200cشنیدی پند ادیبان']]","['ناامیدی و یاس را از خود دور کنید. در کاری که انجام داده اید اشتباهاتی مرتکب شده اید بهتر است به آن بیشتر فکر کنید تا نقاط ضعف خود را پیدا کنید.', 'سختی هایی که در این راه می کشید به خاطر سهل انگاری خودتان و اطرافیان است. برای یافتن مسیر درست با افراد دانا و آگاه مشورت کنید تا به بیراهه کشیده نشوید.']"
"[['می\u200cسوزم از فراقت روی از جفا بگردان', 'هجران بلای ما شد یا رب بلا بگردان'], ['مه جلوه می\u200cنماید بر سبز خنگ گردون', 'تا او به سر درآید بر رخش پا بگردان'], ['مر غول را برافشان یعنی به رغم سنبل', 'گرد چمن بخوری همچون صبا بگردان'], ['یغمای عقل و دین را بیرون خرام سرمست', 'در سر کلاه بشکن در بر قبا بگردان'], ['ای نور چشم مستان در عین انتظارم', 'چنگ حزین و جامی بنواز یا بگردان'], ['دوران همی\u200cنویسد بر عارضش خطی خوش', 'یا رب نوشته بد از یار ما بگردان'], ['حافظ ز خوبرویان بختت جز این قدر نیست', 'گر نیستت رضایی حکم قضا بگردان']]","['از کبر و خودبینی برحذر باشید که عاقبت خوبی ندارد و شما را از رسیدن به موفقیت دور می کند. قدر دوستان جانی را بدانید و با آن ها صادق و یکرنگ باشید تا در مواقعی که به حضورشان نیاز دارید به کمک شما بشتابند.', 'مدتی است از یار دور افتاده و غم فراق شما را آزار می دهد. سرانجام هجران پایان پیدا کرده و به وصال یار می رسید. از حرص و طمع برای مال دنیا دست بردارید و قناعت پیشه کنید.']"
"[['یا رب آن آهوی مشکین به ختن بازرسان', 'وان سهی سرو خرامان به چمن بازرسان'], ['دل آزرده ما را به نسیمی بنواز', 'یعنی آن جان ز تن رفته به تن بازرسان'], ['ماه و خورشید به منزل چو به امر تو رسند', 'یار مه روی مرا نیز به من بازرسان'], ['دیده\u200cها در طلب لعل یمانی خون شد', 'یا رب آن کوکب رخشان به یمن بازرسان'], ['برو ای طایر میمون همایون آثار', 'پیش عنقا سخن زاغ و زغن بازرسان'], ['سخن این است که ما بی تو نخواهیم حیات', 'بشنو ای پیک خبرگیر و سخن بازرسان'], ['آن که بودی وطنش دیده حافظ یا رب', 'به مرادش ز غریبی به وطن بازرسان']]","['فراق یار آتش به جان شما انداخته و در آرزوی رسیدن به او می سوزید. انشالله این روزهای سخت به زودی تمام می شود و به وصال محبوب خواهید رسید.', 'نگرانی به دل راه ندهید و با وجود سختی ها و موانعی که بر سر راه دارید، همچنان با امید به تلاش خود ادامه دهید و پشتکار داشته باشید که به اهداف خود دست پیدا خواهید کرد.']"
"[['خدا را کم نشین با خرقه پوشان', 'رخ از رندان بی\u200cسامان مپوشان'], ['در این خرقه بسی آلودگی هست', 'خوشا وقت قبای می فروشان'], ['در این صوفی وشان دردی ندیدم', 'که صافی باد عیش دردنوشان'], ['تو نازک طبعی و طاقت نیاری', 'گرانی\u200cهای مشتی دلق پوشان'], ['چو مستم کرده\u200cای مستور منشین', 'چو نوشم داده\u200cای زهرم منوشان'], ['بیا و از غبن این سالوسیان بین', 'صراحی خون دل و بربط خروشان'], ['ز دلگرمی حافظ بر حذر باش', 'که دارد سینه\u200cای چون دیگ جوشان']]","['انسان پاک دل، صادق و راستگو هستید و همین خلوص نیت شما ممکن است باعث سوء استفاده برخی افراد بدخواه و حسود شود. مراقب توطئه چینی آن ها باشید.', 'برای گذشتن از موانع و مشکلات اراده فولادین و عزم راسخ نیاز است، توانایی و استعدادهای فراوانی دارید که قبل از شروع هر کار ابتدا باید آن ها را شناخته و خود را محک بزنید.']"
"[['شاه شمشادقدان خسرو شیرین دهنان', 'که به مژگان شکند قلب همه صف شکنان'], ['مست بگذشت و نظر بر من درویش انداخت', 'گفت ای چشم و چراغ همه شیرین سخنان'], ['تا کی از سیم و زرت کیسه تهی خواهد بود', 'بنده من شو و برخور ز همه سیمتنان'], ['کمتر از ذره نه\u200cای پست مشو مهر بورز', 'تا به خلوتگه خورشید رسی چرخ زنان'], ['بر جهان تکیه مکن ور قدحی می داری', 'شادی زهره جبینان خور و نازک بدنان'], ['پیر پیمانه کش من که روانش خوش باد', 'گفت پرهیز کن از صحبت پیمان شکنان'], ['دامن دوست به دست آر و ز دشمن بگسل', 'مرد یزدان شو و فارغ گذر از اهرمنان'], ['با صبا در چمن لاله سحر می\u200cگفتم', 'که شهیدان که\u200cاند این همه خونین کفنان'], ['گفت حافظ من و تو محرم این راز نه\u200cایم', 'از می لعل حکایت کن و شیرین دهنان']]","['قناعت پیشگی در زندگی به شما آرامش می دهد، به آن چه در زندگی به دست آورده اید قانع باشید زیرا آبروی تان در خطر است و ممکن است به خاطر خواسته های خام عزت خود را از دست بدهید.', 'ظاهربین نباشید و درباره دوستان خود بیشتر تحقیق کنید تا آن ها بهتر شناخته و دچار دردسر نشوید. از لحظات زندگی لذت ببرید و غم و اندوه را از دل بیرون کنید.']"
"[['بهار و گل طرب انگیز گشت و توبه شکن', 'به شادی رخ گل بیخ غم ز دل برکن'], ['رسید باد صبا غنچه در هواداری', 'ز خود برون شد و بر خود درید پیراهن'], ['طریق صدق بیاموز از آب صافی دل', 'به راستی طلب آزادگی ز سرو چمن'], ['ز دستبرد صبا گرد گل کلاله نگر', 'شکنج گیسوی سنبل ببین به روی سمن'], ['عروس غنچه رسید از حرم به طالع سعد', 'به عینه دل و دین می\u200cبرد به وجه حسن'], ['صفیر بلبل شوریده و نفیر هزار', 'برای وصل گل آمد برون ز بیت حزن'], ['حدیث صحبت خوبان و جام باده بگو', 'به قول حافظ و فتوی پیر صاحب فن']]","['اراده قوی و روحیه خود را حفظ کنید و به مسیر خود ادامه دهید. خود را اسیر غم دنیا نکنید، به شادی و سرور بپردازید و از انزوا و گوشه نشینی دوری کنید.', 'به گونه ای زندگی کنید که دوست دارید. آزاده باشید. بخت و اقبال خوبی دارید و خبرهای خوشی دریافت خواهید کرد که همه غم و غصه را می شوید و با خود می برد.']"
